X,Y
1297.4760687317912, 147.1040161230183
1326.655253337437, 128.5940501531593
1392.038241064902, 117.80630848306467
1400.954103027738, 158.4685873806377
1475.2529527180393, 107.0165100462074
1555.4957103835648, 163.2505701037969
1576.2993882968492, 96.5366338852167
1704.0934097641673, 85.95534694460312
1710.037317739391, 166.13518548841228
1864.5789250952178, 168.27165196311404
1852.6911091447694, 76.38045492485816
2007.232716500596, 69.27689671835878
2019.1205324510445, 169.7062467800618
2173.662139806871, 170.86317808405192
2161.7743238564226, 65.00396376895526
2316.315931212249, 63.492240198408155
2328.2037471626973, 171.40307935924733
2482.7453545185235, 171.98925788660233
2470.857538568076, 63.63878483024689
2625.3991459239023, 64.47948824447971
2637.2869618743507, 172.19750552132055
2791.828569230177, 171.75015875044437
2779.9407532797286, 65.81381568174831
2934.482360635556, 67.51836113629378
2946.3701765860033, 171.14084159700957
3100.9117839418304, 170.2924253074168
3089.023967991382, 69.56227310667634
3243.5655753472083, 71.93012584217612
3255.4533912976567, 169.37459313958465
3409.994998653483, 168.34106784135346
3398.1071827030355, 74.49851333703424
3552.648790058862, 77.39084159700954
3564.53660600931, 167.2458395402428
3719.0782133651364, 165.9192249783341
3707.190397414688, 80.66110074962162
3861.7320047705143, 84.1473204123119
3873.6198207209627, 164.43064003386684
4028.161428076789, 162.5101340692432
4016.2736121263415, 88.01147096763893
4170.815219482168, 92.43866142424113
4182.703035432616, 160.08829120622386
4337.244642788442, 156.91829943329088
4325.356826837994, 97.62942654147685
4479.89843419382, 103.7997268294242
4491.786250144269, 152.4139802230894
4634.4400415496475, 112.26846397463191
4643.355903512484, 144.95501272000422
4735.486477128457, 135.8315319227266
4738.458431116069, 122.6448522921967
