X,Y
1033.7055031299635, 87.17136624706094
1041.34767052668, 101.03675450762833
1049.5205439926133, 114.45279848203629
1059.1793944523524, 128.78754860517168
1082.9550263532487, 140.8180327213932
1118.6184742045934, 152.52981247461682
1175.0855999692224, 163.21414819237498
1276.132035548032, 174.1488629873839
1222.6368637710152, 64.6157490425052
1094.8428423036971, 71.63405225025483
1377.1784711268417, 60.85700778376392
1418.7858269534104, 182.7410061383506
1573.3274343092369, 189.41264332469365
1531.7200784826682, 58.73596705978204
1686.2616858384947, 57.41192345632669
1727.8690416650636, 194.42087039174427
1882.4106490208899, 198.4007140774703
1840.8032931943214, 56.65863262950646
1995.3449005501477, 56.11616039585775
2036.9522563767166, 201.26090535677923
2191.493863732543, 203.23411596969572
2149.886507905974, 55.632820206635216
2304.4281152618014, 55.71766183559447
2346.0354710883694, 203.5272052333732
2500.5770784441966, 203.5272052333732
2458.9697226176277, 55.53255282695605
2613.511329973454, 55.74851333703421
2655.118685800023, 203.37294772617452
2809.660293155849, 203.15698721609635
2768.052937329281, 56.09559272823125
2922.5945446851074, 56.13415710503094
2964.2019005116763, 203.5272052333732
3118.7435078675026, 203.38580251844107
3077.1361520409337, 56.139299021937575
3231.67775939676, 56.293556529136225
3273.285115223329, 203.24954172041558
3427.826722579156, 203.06443271177716
3386.219366752587, 56.3501176151091
3540.7609741084134, 56.89773176566442
3582.3683299349823, 202.73277907129997
3736.9099372908086, 202.86389795241888
3695.3025814642397, 57.40678153942005
3849.844188820066, 58.50458079898402
3891.451544646635, 202.16973917002483
4045.993152002462, 202.06690083189235
4004.385796175893, 60.23483583806262
4158.927403531719, 62.810936208280594
4200.534759358288, 202.00519782901284
4355.076366714115, 201.5552800996834
4313.469010887546, 66.25859149417121
4468.010618243373, 71.29767006266155
4509.617974069941, 201.40616450939132
4664.159581425768, 201.72239239914862
4622.552225599199, 78.34466718318802
4777.093832955025, 87.00879717084746
4818.701188781594, 201.69668281461549
4928.66348632324, 97.17720523337317
4973.242796137421, 201.40153678417533
5071.317277728618, 107.9715205088905
5127.784403493248, 201.1824911239532
5202.083253183549, 119.07788004875391
5282.326010849074, 201.49100613835057
5317.989458700418, 129.68585050966553
5422.0078482668405, 140.1369881839866
5436.8676182049, 200.87397610955585
5517.110375870426, 200.92025336171545
5499.278651944754, 148.27616542350984
